problem,obs,metric,g0,g1,g2,g3,real_goal,pred_goal,correct
examples/blocks_gr/,1.0,MaxUtil,-1.6655743993165641,-0.0003233451655500328,-1.6240005491821572,-0.01411119689991643,0,0,True
