problem,obs,metric,g0,g1,g2,g3,real_goal,pred_goal,correct
examples/hanoi_gr/,0.5,MaxUtil,-1.078335999999806,-0.5628046043606494,-0.00548681275305569,-0.4779985857137987,0,0,True
