problem,obs,metric,scores,real_goal,pred_goal,correct
output/skgrid_gr10/,0.3,KL,"[(0, 0.44180274112471246), (1, 0.4418027411490443), (3, 0.4555576783405606), (2, 5.997475109300625)]",0,0,True
output/skgrid_gr10/,0.3,KL2,"[(0, 0.4417592152897811), (1, 0.44175921531411266), (3, 0.841618528234734), (2, 1.9993270035191886)]",0,0,True
output/skgrid_gr10/,0.5,MaxUtil,"[(2, -1.1242548270735704), (3, -0.6389913599999992), (0, -0.2555965439999996), (1, -0.016358178815999967)]",0,2,False
output/skgrid_gr10/,0.5,DP,"[(0, -6), (1, -6), (3, -6), (2, -1)]",0,3,False
output/skgrid_gr10/,0.5,KL,"[(1, 0.4244888242973473), (0, 0.42448882430198936), (3, 0.4244888243020342), (2, 6.1014775416160605)]",0,1,False
output/skgrid_gr10/,0.5,KL2,"[(1, 0.4244467678646613), (0, 0.42444676786930335), (3, 0.4244467678693482), (2, 4.067609420992971)]",0,1,False
output/skgrid_gr10/,0.7,MaxUtil,"[(3, -1.6406297599999986), (2, -1.1242548270735704), (0, -0.6562519039999992), (1, -0.042000121855999925)]",0,3,False
output/skgrid_gr10/,0.7,DP,"[(0, -8), (1, -8), (3, -8), (2, -1)]",0,3,False
output/skgrid_gr10/,0.7,KL,"[(3, 0.4185011006181814), (1, 0.4185011006189056), (0, 0.41850110061963297), (2, 6.1014775416160605)]",0,3,False
output/skgrid_gr10/,0.7,KL2,"[(3, 0.4184597322833371), (1, 0.41845973228406125), (0, 0.4184597322847886), (2, 3.3006990503966858)]",0,3,False
output/skgrid_gr10/,1.0,MaxUtil,"[(0, -1.6665967615999988), (3, -1.6664919039999764), (2, -1.5244135424786047), (1, -0.10666219274239774)]",0,0,True
output/skgrid_gr10/,1.0,DP,"[(0, -11), (1, -11), (3, -10), (2, -2)]",0,1,False
output/skgrid_gr10/,1.0,KL,"[(0, 0.4680986058200504), (1, 0.46809860584902635), (3, 0.47485467345908344), (2, 5.691261369319645)]",0,0,True
output/skgrid_gr10/,1.0,KL2,"[(0, 0.4680589863283602), (1, 0.468058986357336), (3, 0.6134623728581111), (2, 3.2861059697029145)]",0,0,True
