problem,obs,metric,scores,real_goal,pred_goal,correct
output/blocks_gr9/,1.0,KL2,"[(0, 0.5693295785035003), (2, 2.3576261674834247), (1, 2.921635972314959), (3, 5.726642115580901)]",0,0,True
output/blocks_gr10/,0.1,MaxUtil,"[(0, -0.39999999999999963), (3, -0.0010251389655659465), (1, -0.0002613867885283597), (2, -2.113692314133547e-12)]",0,0,True
output/blocks_gr10/,0.1,DP,"[(0, -1), (1, 0), (2, 0), (3, 0)]",0,0,True
output/blocks_gr10/,0.1,KL,"[(0, 0.21412480535284734), (1, 2.861578789752867), (3, 3.4174972866064195), (2, 14.002293031869893)]",0,0,True
output/blocks_gr10/,0.1,KL2,"[(0, 0.21405140072438822), (1, 2.861412727257933), (3, 3.417312251097386), (2, 14.001747971628655)]",0,0,True
output/blocks_gr10/,0.3,MaxUtil,"[(0, -0.42723839999999663), (3, -0.028263513231026407), (1, -0.0009586869285829701), (2, -1.615777650710464e-05)]",0,0,True
output/blocks_gr10/,0.3,DP,"[(0, -3), (1, 0), (2, 0), (3, 0)]",0,0,True
output/blocks_gr10/,0.3,KL,"[(0, 0.5752313490766459), (1, 2.0992241156768987), (3, 2.2842687632492162), (2, 6.014087109225437)]",0,0,True
output/blocks_gr10/,0.3,KL2,"[(0, 0.5751341253616752), (1, 2.0990737397816424), (3, 2.284112073624741), (2, 6.013804512956451)]",0,0,True
output/blocks_gr10/,0.5,MaxUtil,"[(0, -1.465638399999996), (3, -0.013112448352978517), (1, -0.00204086676621963), (2, -7.043199930479964e-06)]",0,0,True
output/blocks_gr10/,0.5,DP,"[(0, -4), (1, 0), (2, 0), (3, 0)]",0,0,True
output/blocks_gr10/,0.5,KL,"[(0, 0.4849547131694849), (1, 2.3084553422159724), (3, 3.380080821327183), (2, 11.480218972893747)]",0,0,True
output/blocks_gr10/,0.5,KL2,"[(0, 0.48486344422614114), (1, 2.3083003945643785), (3, 3.3798887315401442), (2, 11.479751538444823)]",0,0,True
output/blocks_gr10/,0.7,MaxUtil,"[(0, -1.6383359999999987), (3, -0.029434984404596215), (1, -0.0030212117905319908), (2, -5.007184853786339e-06)]",0,0,True
output/blocks_gr10/,0.7,DP,"[(0, -6), (1, -3), (3, -2), (2, 0)]",0,0,True
output/blocks_gr10/,0.7,KL,"[(0, 0.30733128045360947), (1, 1.7597548639619305), (3, 2.4969650510640764), (2, 10.293282536510338)]",0,0,True
output/blocks_gr10/,0.7,KL2,"[(0, 0.3072463564248778), (1, 1.7596190310932247), (3, 2.4968036948370482), (2, 10.292855393966237)]",0,0,True
output/blocks_gr10/,1.0,MaxUtil,"[(0, -1.6655743999999957), (3, -0.05667335867005668), (1, -0.0037185119305866007), (2, -2.1164959247198667e-05)]",0,0,True
output/blocks_gr10/,1.0,DP,"[(0, -8), (1, 0), (2, 0), (3, 0)]",0,0,True
output/blocks_gr10/,1.0,KL,"[(0, 0.41944461557484336), (1, 1.7493278426311765), (3, 2.302137413690711), (2, 8.224957939358555)]",0,0,True
output/blocks_gr10/,1.0,KL2,"[(0, 0.4193536392387379), (1, 1.7491903348307924), (3, 2.3019807673498907), (2, 8.224599741379766)]",0,0,True
