problem,obs,metric,scores,real_goal,pred_goal,correct
output/hanoi_gr10/,0.3,DP,"[(0, -4), (3, -4), (1, 0), (2, 0)]",0,3,False
output/hanoi_gr10/,0.3,KL,"[(3, 0.4820121788563054), (0, 0.4820121788563055), (2, 3.9478840732050564), (1, 6.969338768224457)]",0,3,False
output/hanoi_gr10/,0.3,KL2,"[(3, 0.481903195279837), (0, 0.48190319527983705), (2, 3.9476307794920826), (1, 6.96896283725207)]",0,3,False
output/hanoi_gr10/,0.5,MaxUtil,"[(0, -1.6512383999999987), (3, -0.1056792575999998), (1, -0.008060944225702693), (2, -1.1926021743734914e-06)]",0,0,True
output/hanoi_gr10/,0.5,DP,"[(0, -6), (3, -6), (1, 0), (2, 0)]",0,3,False
output/hanoi_gr10/,0.5,KL,"[(0, 0.5210419793356259), (3, 0.5210419793356261), (2, 3.833470727721741), (1, 8.252657607561508)]",0,0,True
output/hanoi_gr10/,0.5,KL2,"[(3, 0.5209272730255508), (0, 0.5209272730255509), (2, 3.833217804808712), (1, 8.25222565930771)]",0,3,False
output/hanoi_gr10/,0.7,MaxUtil,"[(0, -1.6403414015999989), (1, -0.1375537194825329), (3, -0.1049818497023998), (2, -4.463823362819066e-06)]",0,0,True
output/hanoi_gr10/,0.7,DP,"[(0, -9), (3, -9), (1, 0), (2, 0)]",0,3,False
output/hanoi_gr10/,0.7,KL,"[(3, 0.5344313181969448), (0, 0.5344313181969479), (2, 3.145572762232335), (1, 6.356273983722063)]",0,3,False
output/hanoi_gr10/,0.7,KL2,"[(3, 0.5343160162622043), (0, 0.5343160162622075), (2, 3.1453479579738315), (1, 6.355919144305581)]",0,3,False
output/hanoi_gr10/,1.0,MaxUtil,"[(0, -1.6666387046399986), (1, -0.22686873061164756), (3, -0.10666487709695979), (2, -6.677833234066658e-06)]",0,0,True
output/hanoi_gr10/,1.0,DP,"[(0, -12), (3, -12), (1, 0), (2, 0)]",0,3,False
output/hanoi_gr10/,1.0,KL,"[(3, 0.5080320458425168), (0, 0.508032045842519), (2, 3.035946440580172), (1, 5.758177356849429)]",0,3,False
output/hanoi_gr10/,1.0,KL2,"[(3, 0.5079192471103106), (0, 0.5079192471103128), (2, 3.0357275330718814), (1, 5.7578480255813185)]",0,3,False
